sexe;preusuel;annais;nombre
1;YATTE;XXXX;25
1;VALENTIM;2011;4
1;DEMETRIO;1954;6
2;ASSIA;1965;12
2;MARIE-ANNA;1986;4
2;MAAYANE;2015;10
2;MARIE-LIESSE;1959;6
1;GUILLAUME;2013;312
2;MARIE-MATHILDE;1998;6
1;ADALBERT;1914;18
2;CHELSEY;2009;7
2;MARIA-ISABELLE;1964;5
1;GIA;2006;3
2;FATYM;2012;3
2;HAYRUNNISA;2007;10
1;ARY;XXXX;42
1;BOUBACAR;2000;29
1;ANWAR;2000;7
1;JACQUY;1953;45
2;SALOMEIA;2016;3
2;MÏA;2014;86
1;JEAN-JACQUES;1965;1258
1;PIERRE-ETIENNE;1991;35
1;SULLYVAN;2003;61
1;AIMRAN;XXXX;25
1;CID;2005;4
2;VÉNUS;2018;4
1;TEOMAN;1993;5
2;LOANA;2007;39
2;HENRIA;1962;4
2;LÉA;1986;881
1;LENAIC;2010;18
1;DOMINIQUE;1903;308
2;SHAYANNA;2016;8
2;FRANCIANNE;1973;3
2;ANNY;1999;3
1;DEVE;1973;3
2;OMAÏMA;1996;5
1;SAÏD;1999;4
1;TOBIAS;1999;37
2;MARIE-DANIELLE;1958;26
2;IHCÈNE;2010;3
2;HUGUETTE;1947;2303
1;ADHAM;2018;17
2;LAURENCINE;1901;8
2;FATOUMA;1988;28
1;MEHMET-CAN;2009;3
1;NOLHAN;2007;296
2;CELYANE;2007;5
2;EYA;XXXX;14
1;AMÉLIE;1949;4
1;DOROTHE;1952;3
2;NATACHA;1963;49
2;CHARLYSE;2008;12
2;MARNIA;1970;6
1;GERARDO;1966;13
2;RABHA;1964;7
1;JAOUEN;2019;4
2;PALOMA;2007;410
1;ERALDO;1972;3
1;GUIREC;1960;6
1;THOMAS;1986;8141
2;URSULE;1940;14
2;TAMARA;1958;6
2;DJANICE;2012;4
2;GEORGINE;1916;25
2;SYLVINA;1994;3
1;MARK;1949;3
1;KENDY;1979;3
1;MATYSS;2003;6
1;ANTONIN;1902;415
2;ISMENE;1928;3
2;DEVA;2020;21
2;SHELLY;2004;32
2;NACERA;2014;3
1;SAÏD;1952;3
1;KIYAM;2017;8
1;ANDRIJA;2000;3
1;GUISLAIN;1917;3
1;ZOLTAN;2005;18
1;YORAM;1984;5
2;FULYA;2001;3
2;LORE;2002;4
1;ANTONINO;1982;4
1;CHARLY;2012;593
2;NADEGE;1934;36
1;FERENC;1974;3
2;ELEANE;2015;5
1;LOEIZ;XXXX;30
2;ENOGAT;1917;4
2;JUANITA;1974;12
1;JILLIAN;1998;10
2;LILAH;2014;24
1;BOSCO;2004;3
1;JORAN;1981;4
1;LAYE;1984;3
2;OUMA;2017;3
1;JEAN-CLAIR;1972;3
1;WAHID;2020;13
2;SHAYANE;2011;7
1;NISSIM;1989;4
2;MARAM;1999;3
1;JEAN-DOMINIQUE;1974;23
2;RÉMI;1937;3
2;LUDVINA;XXXX;35
1;BERANGER;1999;11
2;DORIA;1912;28
1;FLAUBERT;1967;3
2;DANIELLA;1998;23
1;MOSHE;1992;9
2;LAVINIA;2006;6
2;ZAYNAB;1982;4
2;HALLA;1982;3
2;ASTREE;2003;7
2;PENELOPE;1995;63
2;MONIKA;1957;11
2;SARAN;2007;8
2;HANANE;1998;69
1;NORREDINE;1966;6
1;JEAN-MARIE;1930;337
2;RACHELE;1996;5
2;DANA;1957;3
2;KERIANE;2002;3
2;MÉLIE;1988;5
1;SONER;2009;8
1;OUMAR;1992;40
1;ARISTOTE;2004;8
2;EURIELL;1976;3
2;SIERRA;2007;4
2;THAÏSSE;2020;4
1;ATHANASE;1924;18
2;KOROTOUM;2017;4
1;MOHAMMAD;1998;30
2;YAKARE;1986;4
1;KORENTIN;1991;3
2;SHEILA;2015;8
1;ZACKARY;2010;38
2;LOUISIANE;1996;24
1;KELYAN;2019;127
2;NIAKALE;1985;5
2;SHEYMA;2018;6
2;MEWENN;1998;3
1;LÉANDRE;2013;590
1;MOUHAMED;1997;12
2;ORLANN;2003;3
2;MAYLICE;2017;5
1;ZIYED;2018;31
1;CLAUDY;1943;19
2;ZOULIKHA;1989;4
1;BIRANE;2018;5
1;GOULVEN;1905;16
2;KARÈNE;1975;16
2;MAÏLEY;2019;15
1;KLEBER;1939;67
1;MORICE;1942;3
2;FIORENZA;2000;3
2;ELIZABET;1973;3
1;ANTHONIN;1993;12
1;VICTORIUS;1958;3
1;SARKIS;1983;3
1;RÉDOUANE;2019;3
2;CIRINE;2011;7
2;THI;1954;8
2;NAZLICAN;XXXX;17
2;ODETTE;1982;19
2;GUISEPPINA;1965;9
2;NAJWA;1989;12
2;BRICE;1902;3
2;PRUDENCE;1905;17
2;YASSIRA;XXXX;28
1;DJONATHAN;1998;4
1;THEOPHILE;1968;14
1;YAACOUB;2018;7
1;JORDANE;1997;53
2;MANESSA;2014;15
1;TYBALT;2011;10
2;BRUNEHILDE;2006;9
2;HAYAM;XXXX;20
1;VALERIAN;1980;18
2;PIA;1986;16
2;GUILHAINE;1952;7
1;ALFRED;1982;24
1;JONATHANE;1986;6
2;MARIE-NADINE;1950;3
2;LOUA;XXXX;11
2;SYLVIANA;1997;3
1;ADAM;1957;6
2;BLESSING;2018;23
2;SYLVAINE;1975;142
2;ELLYANA;2011;3
1;SOHAIL;XXXX;26
1;ASSYL;2012;3
2;ALISSA;2006;75
1;JHONNY;1963;9
2;KADIDJATOU;2005;7
2;PARFAITE;1915;9
1;LOUKA;2018;696
1;FLEURY;1907;20
1;FRIDOLIN;1912;4
1;SHYHEIM;2017;3
2;CYRILLE;1968;104
2;JULIA;1988;861
1;RUBEN;1999;255
1;MOHAMED-IDRISS;XXXX;22
1;LLOYD;1982;14
1;RANDY;XXXX;22
2;YNAÏA;2019;10
2;LAINA;2010;73
2;MARY-LOU;2001;6
2;LORI;1991;11
2;JEROMINE;1909;16
2;ELYORA;2018;3
1;YAZIDE;1967;4
2;LYLLOO;2014;4
2;YASSMINE;2014;33
2;GENIA;1943;4
1;NARCISSE;1981;4
2;MYRIANE;1983;4
2;ARIA;XXXX;32
1;JACQUES-ANTOINE;1981;5
1;OLANN;2019;3
2;AIMABLE;1909;5
2;SYHAM;2018;9
2;CLÉMENCE;2004;1691
1;JEAN-RÉMI;2000;7
2;CLOE;2020;5
1;HENRIK;1926;3
2;CHERYNE;XXXX;8
2;CATHY;1989;310
2;MILDRED;2000;5
1;KOUADIO;1984;3
1;SAVINO;1976;3
1;ISMAILA;2006;7
2;SAFFIA;1982;3
1;KAYLON;2017;3
2;ELYCIA;2020;6
1;ARMANI;2013;3
1;MURAT;2003;33
2;FOUNE;2014;8
2;LORENNA;1998;4
1;MATTIAS;1993;10
2;JALILA;1990;7
1;LORIK;2017;34
1;VICTORIUS;1951;3
1;SIGISMOND;1953;5
1;DUSAN;1969;4
2;FIDJY;2004;3
1;SULLYVANN;2013;3
2;EVODIE;1914;9
2;FLORITA;1961;5
2;PIERA;1962;5
1;MILIO;2014;13
1;YVES-PIERRE;1965;3
1;CREPIN;1901;5
1;SOUFYANE;1998;5
2;BIBIANE;1952;3
2;EVA;2004;3159
1;KEREM;1987;3
2;LINE;2006;203
1;CEMAL;1993;4
2;LEV;2014;3
1;GEOFFROY;2000;75
2;JUDICAËLLE;1990;5
1;DJAFFAR;1980;3
1;ALBERIC;2011;3
2;STELLY;1999;9
1;MOEZ;1978;4
1;ABDON;1910;12
1;QUENTIN;XXXX;44
2;SYBILLE;2012;38
2;OLLIVIA;1971;4
2;MARIE-JOSÈPHE;1923;7
2;MIGUY;1961;3
1;THIBAUT;1999;1099
1;FAREL;2015;27
1;JEROME;1917;81
1;JEAN-PIERRE;1961;5528
1;HARRY;1921;17
1;ARTEM;XXXX;9
2;MIA;2018;2254
1;BERTRAND;1908;102
2;ORPHÉE;XXXX;16
2;ANNE-CHRISTINE;1984;10
1;OURS;1921;15
1;TAJEDDINE;XXXX;19
1;VINCENT;2004;1225
1;KENDALL;2003;3
2;MATILDE;1994;13
2;HILDE;1918;8
2;KADIA;2015;11
2;SOVANN;XXXX;22
2;MARYSA;2015;3
2;MANUELLA;1957;32
2;MARIE-PIERRE;1978;325
1;MAURO;1955;4
1;DYLLAN;2005;11
1;NAHID;2015;13
1;HIPPOLYTE;1904;209
2;DORIS;2019;6
1;GURKAN;1994;5
2;MIRIAM;1967;18
2;NESSMA;XXXX;19
2;HERMENCE;1909;11
2;CHELSY;2011;60
2;JULIENNE;2020;8
2;ALAINA;2008;7
2;VILDAN;2006;4
2;SOUADOU;2012;3
2;NAWA;2013;5
2;MIRELLA;1964;48
2;JACQUELINE;1944;8765
1;FARID;2005;44
1;JEREMIAS;1989;3
1;NORBERTO;XXXX;19
1;DYCKLAN;2012;3
1;NATHAN;1938;4
2;EVELYNE;1928;77
2;VENANCE;1923;3
2;ALINE;1920;745
1;WAYANS;2010;4
1;HAMIDA;1962;3
2;ASHTON;2016;3
2;CORELIA;1998;3
2;PRICILA;2001;3
2;KARINA;1991;32
2;KAELLA;2008;5
1;RAYYÂN;2017;6
2;ALBA;1954;7
2;GINA;1915;4
2;TIFFANY;1976;9
1;TRÉVIS;2015;8
1;ADAR;2006;5
1;VLAD;2011;17
2;CÉLINE;2010;83
1;ISAAC;1955;3
2;ANNIC;1962;5
1;ENES;1990;11
1;MAHAMED;2005;4
1;SYLVANO;1989;6
2;KAROLE;1977;7
1;KALYAN;2018;4
2;JENNY;1997;86
1;HAILEY;XXXX;18
1;FRANÇOIS-LOUIS;2005;3
1;ANTHONNY;1983;9
2;SIRA;2013;57
1;KAOUSSOU;2011;3
2;SAMYA;1974;18
1;MILIAN;2014;13
1;GEDEON;2017;3
2;MAELIS;1995;35
2;ÉRIN;2017;6
2;JEANNE;1938;4453
2;MAIMOUNA;1976;10
2;MAYARA;2010;6
2;MEYREM;1990;4
1;EYAL;XXXX;21
2;PERSIDE;2016;3
2;ATIKA;1965;18
2;ODETTE;1926;7257
2;SABA;2009;8
1;AYVIN;2020;7
2;MARIE-CLAIRE;1961;1078
2;BRUNELLE;2011;6
2;CELINA;1945;9
1;SELMENE;2017;5
2;EDWIGE;1966;302
2;ABIDA;1992;4
1;ADOLPHE;1905;560
1;JACOB;1956;16
1;ULRIC;1971;9
1;LUCAS;1956;7
1;ANATOLE;1905;85
1;JAOUED;1988;14
1;DEVON;2011;47
1;PAUL-LOUIS;1993;9
2;SIBYLLE;2007;81
2;AMALIE;1911;8
2;YVONNETTE;1908;3
1;ADAM;1926;29
2;JOCELINE;1951;44
1;JEAN-MAURICE;1975;13
1;GHANI;2018;9
2;SELSEBIL;2004;4
2;ROMAINE;1962;15
2;JOANNA;1915;5
2;MALEKA;1967;6
2;BEATRIX;1952;41
2;BENOÎT;1921;3
1;MEROUAN;2005;3
2;GILLIAN;2011;3
1;FLAVIEN;2014;91
1;ELHAD;2006;4
2;GERTY;1962;35
2;STEPHANNE;XXXX;21
1;FARID;1963;361
1;YANICE;1985;7
2;JOANA;2008;137
2;MAJDOLINE;1993;6
2;SYLVIANA;1992;3
2;MARGARITA;2019;5
2;MARY-LISE;1951;4
2;ABDONIE;XXXX;12
2;MILINA;2006;4
2;DIDIER;1958;4
1;RAYHAN;2000;33
2;ANNABEL;1986;51
2;CAMÉLIA;1905;19
2;FRÉDÉRIQUE;2018;5
1;LAHCENE;1971;23
1;KHALYS;2019;16
2;NERMIN;XXXX;34
1;YASTEN;2016;4
2;LILIANNA;2020;5
1;EDSON;2019;7
1;AURELIAN;1994;3
2;ADÉLAÏDE;1928;3
1;DAVON;2008;8
2;DOMENICA;1986;3
1;MASSIMILIANO;2020;3
1;AMER;2019;5
2;FADELA;1974;16
2;NAELLY;2012;10
2;MANDARINE;XXXX;29
2;BLAISE;1936;6
2;CLARICE;1998;8
1;LINO;1956;10
1;GUYLAIN;1995;6
1;AUGUSTIN;1978;48
1;PIERRE-ALBAN;1992;9
2;GIFT;2013;9
1;MUSTAFA;2017;102
2;AMANY;2004;7
2;FIRDAWSE;2016;3
1;DJOULYAN;2014;7
1;NIKA;2005;4
2;RAMA;2001;9
1;LAMBERT;1928;15
2;MALYCIA;2006;13
2;MONIA;1973;107
2;ANAHE;2007;5
1;DOROTHEE;1911;6
1;ELIJAH;2013;155
2;MORJIANE;2011;4
1;AMEDE;1911;37
1;SOULEYM;2010;3
1;DÉSIRÉ;2020;6
2;CHIRA;1992;3
2;KÉLYSSA;2011;4
1;FARHAN;2016;13
2;MARIE-DENISE;1924;6
2;AUDE-MARINE;1992;3
2;ANA-CHRISTINA;1969;4
1;SEVERINO;1930;8
1;ATTILIO;2017;24
2;MONELLE;1977;4
1;STEVIE;1998;12
2;NAÏDA;2019;4
2;MARIE-BRIGITTE;1947;13
1;MERLIN;1988;4
2;JUILLETTE;1905;4
2;NEZHA;2015;6
2;TASSADITE;1959;3
2;CHARLISE;1956;9
1;DOMENICO;1957;13
2;CAITLIN;1987;10
1;HILLAL;2010;4
2;ELIE;1919;7
1;ZAKARY;2013;33
2;GEORGIA;2005;27
1;EMMANUEL;1965;1978
2;GILBERTE;1995;3
2;MELYSSA;2015;30
2;NICOLETTE;1905;5
2;ANGELA;1901;22
2;JUNE;2002;9
1;YAKUP;2005;11
2;LUISA;2006;32
2;PHILIPPINE;1949;5
2;ARIELLE;1993;42
1;KENAN;1977;12
2;KATY;1989;89
2;ALEXANDRA;1920;13
2;MAGALI;1905;4
2;LYNSIA;2008;4
2;ESME;XXXX;29
2;SIBEL;1994;85
1;DAIVY;2007;5
1;ALYX;2011;3
2;MAGDELEINE;2010;5
2;MARIE-ALICE;1960;29
2;LIA;2002;70
1;MARK;1972;5
2;SOUHAYLA;2018;13
2;ADÈLE;1917;203
2;RIMA;1984;16
1;MOUCTAR;2007;3
2;BÉATRICE;1905;39
2;MONNA;1981;3
2;DELFINE;2007;4
2;GABRIELLE;1968;136
2;YVA;1929;3
2;DIKRA;1980;6
2;KËLYA;2018;7
2;CHARLES;XXXX;48
2;ASIL;2020;5
2;KEZIBAN;1991;10
1;TOM;2014;3107
2;ZOHRA;1997;47
2;JUNO;2016;21
2;MARIE-CHARLOTTE;1988;268
2;NAJET;1995;8
1;MARVINN;XXXX;18
1;GIANNI;2020;471
2;SIMONE;1928;6965
2;ISAHORA;2004;3
2;LAURIE-ANNE;2001;26
1;GASPAR;1966;4
1;RINALDO;1960;12
2;ASSATOU;2001;3
2;SATHEENE;2008;7
1;KILLIANE;2008;5
2;IDA;1996;9
2;VERA;1925;19
2;NELLIE;1940;6
2;JANNE;2018;8
2;MALEK;1991;4
2;ADORATION;1929;6
1;EDIN;2004;7
1;NICK;1996;5
1;ACHILE;1905;4
1;EDWARD;1986;15
1;HUMBERT;1989;4
1;TYSON;1996;23
2;JULIETA;2012;3
1;JOS;2016;5
1;ABDELMALEK;1983;13
1;NOURI;2003;4
1;JULLIAN;1978;3
1;MARIANO;1904;3
2;VIKTORIA;2016;39
1;STEPHANN;1973;3
2;REBECCA;2019;128
1;DAN;1967;9
1;JEAN-CHRISTOPHE;2001;55
1;GIANNI;1958;11
2;HUMA;2020;4
2;JOANNA;2004;71
1;RENZO;1935;7
2;ARLENE;1972;4
1;ERNEST;1932;655
2;MANOUCHKA;1981;4
2;MAREVA;1974;5
2;CARLOTA;2000;4
1;AXEL;1985;643
1;FAREL;2011;30
2;ANYSSIA;2015;3
1;LORENZO;2007;1293
2;NOËL;1936;5
2;SONJA;1991;4
2;ZANA;2006;3
1;CHARLES-HENRI;1952;4
1;AMYNE;2010;3
2;LONA;2002;19
1;MILENKO;1981;3
1;LENNI;2010;11
1;ANZO;2014;4
2;ÉLODIE;1997;56
1;DAVID;1951;81
2;NORHENE;2016;5
1;HADIL;1993;3
2;AUBELINE;1990;5
2;NAJOUA;2007;19
2;AÏSSETA;2015;3
1;ANONYME;1963;3
1;ANDRIC;1980;5
2;FAUSTINE;1934;7
2;LOUBNA;2003;136
1;DJAMAL;1988;13
1;PIERRE-DOMINIQUE;1968;6
1;ELISABETH;1950;4
1;JEAN-HERVÉ;1967;11
2;CHARLOTTE;1960;78
2;MELIA;1983;8
1;OWENS;2020;5
2;GRAZIELLE;1966;4
2;ALISEE;2009;10
2;IVANIE;2018;3
1;PIERRE-LAURENT;2004;3
1;ALVYN;2005;15
2;TIFENN;2018;12
1;LAZARO;1973;3
2;JOANNA;1969;18
1;WALY;2005;6
1;CÉLIO;2017;21
2;ANDREA;2010;230
1;CID;2007;4
2;SABBAH;XXXX;49
2;AUDE;1932;5
1;LIVIO;1968;9
2;CLARA;1947;11
2;MIKAELLA;1970;3
2;KAHENA;2014;5
1;AMAURY;1966;32
1;ALEJANDRO;1988;5
2;ILKNUR;1987;6
1;ILYES;1995;104
1;BIENAIME;1921;8
1;SOSTHENE;1931;15
2;ELIF;2004;96
1;ALEKSA;2017;4
1;GALLIEN;XXXX;39
1;FREDERIK;2006;5
2;DUNE;2020;23
1;CHARLES;2012;651
1;MALHONE;2016;14
1;FREDDY;1948;114
2;LYDIE;1925;361
2;MARCIA;2000;7
1;MOUHAMMED;2011;16
2;PROSPERE;1908;3
1;RODRIGUES;1983;3
2;FRANCINE;1992;29
2;MELINAY;XXXX;11
1;PEDRO;1984;40
1;IZZET;1997;4
2;INDIRA;1982;4
2;EVELYNE;1937;430
1;MODESTE;1935;23
2;MATYLDA;2009;8
2;MINA;1951;8
2;LIONELLE;1981;4
1;HAFIZ;2014;3
2;OMER;1933;4
2;BERANGERE;1911;34
2;DILAY;2004;11
1;THONY;2014;3
2;PERLA;1993;7
1;MICHAEL;1963;182
1;ALCIME;1935;9
2;JODY;2006;15
2;MARIE-FRANCE;1930;10
1;SYLVAIN;2013;60
2;RAISSA;1982;33
1;DONATELLO;2007;3
1;TAYLANN;2010;3
2;MALIANA;2016;5
2;MEYA;1999;3
1;KYMANI;2016;20
2;ELLEN;1986;10
1;LUDOVICK;1989;8
2;BELINDA;2012;24
2;AÏTA;2018;3
1;MIRCO;XXXX;45
2;TIGUIDA;2007;9
1;GERVAIS;1959;91
2;YOLANDE;2004;6
2;PATRICIA;1940;23
2;NERGIZ;1980;4
1;YWEN;2005;4
2;MATHEA;2006;27
2;NADÈGE;1953;20
1;PIERRE-LOUIS;2006;174
2;MARIE-CLAUDE;2003;4
2;GHJULIA;XXXX;16
2;BAPTISTINE;1926;59
1;MOUSTAFA;1963;8
2;ROSE-MARIE;1927;15
2;GIANNA;2005;4
2;GHIZLEN;XXXX;18
2;NOÉLY;2015;16
1;MARCELLIN;1966;20
1;KRISTOFER;1994;14
1;LAMBERT;1990;69
1;VICTORIN;1958;9
2;VENANTE;1924;3
2;ENA;1925;3
2;JENNY;1909;77
2;ELYSA;1990;5
1;TAIRON;2010;4
2;MALADO;XXXX;43
1;ILYAS;1991;28
1;JEAN-VICTOR;1991;13
1;YOUSSEF;2008;433
2;ZAYRA;2017;6
1;JORDI;2002;15
2;LEANNA;2009;68
2;SUZIE;1923;5
1;GERMAIN;1922;639
1;ANSELME;1904;68
1;EBU;2015;4
2;ARIJE;2010;7
2;FATHIMA;2013;3
2;LILAH;2002;6
2;REEM;2014;13
2;PAULE;2002;4
1;ZACKARIA;2011;21
1;FIRAS;2019;45
2;FIDELINE;1902;18
2;AMINA;1936;3
1;BADIS;1984;12
2;CARMELA;1977;12
1;FRANÇOIS;1902;4732
2;FERNANDE;1909;2639
1;JEAN-RAPHAËL;1994;6
1;MICHELANGELO;1966;3
2;FAIZA;1987;63
2;MARIE-THÉRÈSE;1965;807
1;REGIS;1966;1364
1;NOAMANE;1998;4
2;INTISSAR;1984;3
2;CLOÉ;1994;40
1;ZAID;2001;12
1;PAULINO;1975;4
2;LYNDA;1991;51
2;ABIGAELLE;2001;57
2;LEÏLA;1988;102
1;JEFF;2020;5
1;SEVERIN;2012;3
1;OUMAR;1989;53
2;GHYSLAINE;1950;95
2;TERESA;1991;3
2;PAULINE;2004;2799
1;PIERRE-HENRI;1973;47
1;DJAFAR;1964;4
1;MATHILIN;XXXX;22
2;ESTHER;1978;170
2;CHAFIKA;1992;4
1;HADRIAN;2018;6
1;ENGIN;1986;7
2;RIM;2011;77
2;SAADIYA;XXXX;22
1;YARONE;XXXX;23
2;NINE;2013;44
2;LOÉNA;2014;6
2;GERALDINE;1944;37
1;RIADH;1995;5
2;TALIAH;2005;4
2;THEONIE;1907;3
2;LOËTITIA;1969;4
1;UGO;1969;5
2;RIME;1998;11
2;MICKAËLLE;1992;3
1;JAIME;1937;3
2;PERRINE;1927;23
1;ÉZÉKIEL;2018;23
1;JOSÉ-LUIS;1972;35
2;SEYNABOU;2014;17
1;DJANY;2006;7
1;PIERICK;1995;3
2;NAIDY;1995;3
2;ARYANA;2014;7
1;AUXANE;2002;5
1;ESHAN;2016;4
1;ALOIS;1995;95
1;BEDIRHAN;2016;6
2;SAMA;2009;9
1;DANN;1977;3
2;HERMANCE;1920;43
1;GABY;1964;10
1;MOURAD;2013;40
2;CELESTINE;1988;18
2;ABEL;1945;4
2;RAHIMA;2019;7
1;ANTOINE;1958;1232
2;ABIGAEL;1996;31
1;ANCELIN;2017;14
2;NORAH;1969;17
2;ELEANORE;2015;16
2;CRYSTELLE;1990;5
1;AIMANE;1990;3
2;RANA;1998;6
1;REJAN;2020;3
2;ENOLINE;2005;4
1;BELA;1926;6
2;BOLO;1984;4
2;ATHINA;2007;8
2;AMARYLLIS;1990;5
1;THERESIEN;1954;15
2;LAURENZA;1998;5
2;ALYETTE;XXXX;56
2;MEERA;2008;5
1;MIKAËL;1986;82
1;NEWTON;2014;4
1;MEDHY;1971;3
2;NESRIN;1979;9
1;RATANA;1986;4
1;ZACKARI;1994;3
2;MAÉNA;2019;11
2;MAÏSSAM;2014;6
2;MICKAELA;1988;7
2;ISOBEL;2013;5
1;RODOLFO;1968;4
2;SOLAINE;1996;3
2;LOHANNE;XXXX;9
2;YANNIK;1947;5
1;GEORGI;2003;3
1;JULIO;2015;56
1;ANAËL;1990;6
2;ANITHA;2010;3
1;ROSAIRE;1953;35
1;THOMAS;1919;57
2;DOLORÈS;1950;4
2;DJANNA;2007;3
1;GISLAIN;1946;10
2;ASCENSION;1974;5
2;HERVÉ;1957;4
1;SYLVÈRE;1986;4
2;PHILOMÈNE;1980;3
2;EUPHRASIE;1909;67
2;KYLIANNA;2011;4
2;THEODORA;1944;8
2;PIERRE;1951;16
1;JOSSE;1988;7
2;THEANA;2000;4
1;WASSIL;2018;44
1;BRAYAN;2013;87
2;SELIA;1991;5
2;SMAHANE;2010;4
1;JUDE;1987;7
2;LILI-JEANNE;2005;8
1;SANTIAGO;1963;31
2;SCARLET;1951;3
2;CHANELA;XXXX;8
1;MICHÉE;2013;3
2;DOROTHEE;1958;130
1;IBRÂHÎM;2018;3
1;JHONNY;2006;6
1;JEAN-BRUNO;1969;10
2;FATMA;1996;75
2;CHEYENNE;1992;38
2;MARIE-GERMAINE;1957;7
2;SOLVEIG;2007;52
2;TAINA;1986;4
2;LYNE;1935;6
1;ABDERAHMANE;1998;11
1;NIKOLOZI;2018;4
1;ÉMERIC;1997;4
2;IPEK;2007;7
2;CANDIDA;1980;3
1;CAMRON;2002;3
1;FLORENTIN;2015;45
2;MAYLIE;2015;97
2;VICTORINE;1926;209
1;PAULIN;1999;82
2;ZARAH;2001;3
1;DJAÏLEY;XXXX;7
2;ADELYNE;1991;14
2;JEANINE;1946;1511
2;GUYLÈNE;1980;4
2;ELISA;1975;107
1;ONESIME;1929;7
1;UMIT;1997;19
2;NICOLE;1946;15549
1;PERCEVAL;2000;5
2;CORELIA;2001;3
2;MAGDALEINA;XXXX;27
2;KADIJA;1962;4
1;LOÏG;2019;3
1;FOUED;2004;16
1;GIOVANY;1985;4
2;CHARLINE;1987;859
2;HADIA;1999;7
1;ATILIO;1932;5
1;KÉNAN;1997;3
1;EIDAN;2016;3
2;KÉREN;2015;6
2;ELVIA;2012;3
1;DANIS;1946;3
2;LUDOVIQUE;XXXX;69
1;ALVIN;2007;44
1;MASSON;1998;6
1;DAMIENS;1952;3
2;ANDRÉANE;2012;6
1;BADER;1987;3
2;AMELYA;2009;28
1;SHAUN;2004;11
1;DJIBRIL;1977;6
2;ANONYME;1946;37
1;HYLLAN;2018;3
2;ANNE-FRANÇOISE;1961;47
2;LAURENCE;1993;175
2;SUMEYRA;2001;15
1;MOHCINE;1979;6
2;MARIE-EUGÉNIE;1961;7
2;NESLIHAN;2020;7
1;ODILON;1999;4
2;ANAÏS;1929;32
1;KÉAN;2014;3
2;CLAUDIA;1951;28
1;RADJA;XXXX;40
2;WIDED;2006;14
1;JOSHUA;1989;78
2;MYRIAME;1975;22
1;DANTE;1962;12
1;GUILHEM;1948;6
1;CHAYANE;2020;3
1;PIERRE-EMMANUEL;1997;51
1;TAOUFIK;2009;3
1;GWENVAEL;2007;4
2;ATHALIE;1910;3
2;ANABELLA;2015;13
2;GEORGINE;1917;19
1;AYMANE;2012;143
2;CATHELYNE;1983;6
1;KAIS;2014;212
2;SERVAIS;1929;5
2;MARIE-ESTELLE;1956;4
1;IANIS;2000;49
2;DEBORAH;1982;653
2;LEXIE;2013;161
2;EDHEN;2018;5
2;MANHA;2015;5
2;MIRAY;2007;8
1;SOSTHENES;1931;5
1;KILYAN;2014;92
2;VALERINE;1921;3
1;LEVEN;2015;3
2;NATALIE;1962;50
2;IRMGARDE;1928;6
1;YOËL;2018;10
2;VIRGINIE;1918;130
1;FODE;1993;8
1;JACQUES;2011;116
2;FATIMA;1970;599
1;MOHAN;2016;9
2;GILIANE;1990;7
1;PATERN;1905;3
2;FRANCETTE;1945;276
2;GAETANE;2008;165
1;PIETRO;1990;6
2;LILYA;1999;16
1;BRANDON;1991;40
2;CLAUDY;1962;11
2;MAISSAA;2019;3
2;ERINNA;1998;3
1;PHILIPE;1959;5
2;GISELLE;1947;76
1;OUMAROU;1981;3
2;IHSAN;2011;3
2;KAROLINA;2011;10
1;SALOMON;1976;7
2;OUMY;2004;10
2;SONIA;1917;11
1;ERICH;1916;14
2;THEODORINE;1918;7
1;EDWARD;1941;18
2;KRYSTEN;2020;3
2;RENATE;1959;3
2;LYAH;2013;95
2;OCÉANE;2002;5181
2;RICHARD;1964;4
1;BOJAN;2009;3
1;JAMES;1900;29
2;LAVINIA;1995;5
1;JOANN;1995;9
1;ABDELBASSET;2018;6
1;ROMAIN;1915;55
1;TIEPHAINE;1992;3
1;GODSWILL;2015;3
1;JAMAL;1971;40
1;SOUHIL;1984;4
2;HÉLOÏSE;1920;66
1;SADIO;1998;5
1;JUSTE;1943;4
1;FADEL;1995;11
2;MAHORA;2009;3
2;SENAY;1975;4
2;ANNE-HÉLÈNE;1974;24
1;ABDELAZIZ;1971;74
2;CHANTALE;1955;164
2;RIGOBERT;1932;5
2;MAILOU;2007;13
2;YLÉNA;2011;6
2;ATIKA;1980;16
2;ILIYANA;2018;3
1;SHANY;2006;8
2;ROUGUI;2017;6
1;ASSAD;2007;8
2;CONSUELO;XXXX;55
2;IHSEN;2017;3
2;EVA;1950;45
1;PHILIP;1987;14
1;JAHNAËL;2016;11
1;ROBIN;1998;1375
2;MARYLYN;1973;4
1;LENZO;2020;203
2;FABIENNE;1939;45
2;MEA;2002;3
2;SIA;2017;40
2;KHEMISSA;1968;3
2;NAFI;2006;6
2;LÉONE;1994;3
2;KAELA;2010;4
1;UFUK;2004;7
2;ANATHILDE;1913;3
2;NGOC;1969;4
1;ETANN;2015;16
2;CHAHINEZE;1996;14
1;LOUEYE;2010;4
2;RAHMA;1964;21
1;HOSSAM;2001;5
1;AGATHON;1906;5
1;FRED;1930;14
1;SERAPHIN;1959;11
1;MENAHEM;2012;10
1;THEODEN;2006;10
2;CEYDA;2010;14
1;ANAKINE;2004;4
1;NIDHAL;2015;9
1;GALDRIC;1993;8
